"authorMeta.avatar","authorMeta.name","text","diggCount","shareCount","playCount","commentCount","collectCount","videoMeta.duration","musicMeta.musicName","musicMeta.musicAuthor","musicMeta.musicOriginal","createTimeISO","webVideoUrl"
"https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/940189c8ea90183f28e55adde5cb0676~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=20144b0e&x-expires=1772791200&x-signature=q7lbPaIGvDo7ZtBjFWYIW8ILF70%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","simonefsantiagoc","Unboxing my new Chanel 🖤 #chanel #chanelcaviar #unboxing #chanelunboxing #viral #chanelclassicflap #chanelclassicflap #fyp #fashiontiktok ","4877","268","75700","44","349","20","Little Things","Adrián Berenguer","false","2025-06-18T16:08:47.000Z","https://www.tiktok.com/@simonefsantiagoc/video/7517322011996081413"
"https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/30768563719bcc13b98e52d2b8b365b2~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=ef87d65f&x-expires=1772791200&x-signature=USYAq9U4%2FAjfQKP2kMCZz%2FQsIMs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","ashley.raso","Mary Poppins over here… 

This is everything that I can realistically fit in my Chanel Classic Flap (medium) x 

#chanelclassicflap #chanelbag #whatsinmybag ","924","74","56500","35","266","36","delulu","NESYA","false","2025-01-14T08:54:04.000Z","https://www.tiktok.com/@ashley.raso/video/7459691722092678416"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/2fc242238f7a9b319cee7f635bc31d4d~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=08b13aa1&x-expires=1772791200&x-signature=MH%2B4JV2W9pwdu021tLcAc9v8vXM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","sellierluxurybags","Are you guilty of doing this?? 😱 #chanel  #chanelbag #designer #handbag #luxury #bagtok","60500","1905","3600000","1136","5228","12","WOBBLE by V.I.C","sped audio plug","true","2022-11-15T19:06:13.000Z","https://www.tiktok.com/@sellierluxurybags/video/7166321154850966790"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/a1340941f3460b7d753adfbf118de505~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=f7e21418&x-expires=1772791200&x-signature=xH23hfIhlaQBfjHa3%2BOX2jP0lvM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","kerrydenevan","Replying to @Priscilla | navigating my 30’s 3 different ways to wear the Meduim Chanel! #designerbags #ebayfinds #vintageebay #chaneldoubleflap #luxuryshopping #jewelryhaul ","588","39","32200","21","193","59","original sound","Kerry Denevan","true","2025-03-31T23:38:38.000Z","https://www.tiktok.com/@kerrydenevan/video/7488122161157131551"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/fd06a857f9a99bcb33e702a80296d68a~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=503ad12a&x-expires=1772791200&x-signature=sB7G5Nmdr3CvR8HJKOKC5dwZIo4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","heyyytheredalila","@ChanelOfficial classic flap bag review 👛 #chanel #chanelbag #chanelcollection #chanelbags #luxurybag ","13700","849","404200","202","2680","116","original sound","Dalila","true","2025-04-25T21:15:02.000Z","https://www.tiktok.com/@heyyytheredalila/video/7497362158414581035"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/c054e11b12c4c3ebf093f9b0c7a4d70a~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=2c8daeab&x-expires=1772791200&x-signature=8V5U%2B6YgOIGDkKqvfhqwUT%2B3cs4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","shopozacio","Last chance before they sell out !","911","4987","394900","0","337","25","CHANEL","Tyla","false","2025-12-21T09:36:33.000Z","https://www.tiktok.com/@shopozacio/video/7586242751738645762"
"https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/70b955629710b45c8a0271244d281fa7~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=641a2fca&x-expires=1772791200&x-signature=YKO6Uq8VIyvMa9SwWKiQriURzpU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","blairwcollection","My absolute dream bag, have been waiting for this one so much! My favourite classic flap bag, patent leather, chanel, do I need to ask for more? 🥺🖤

#chanelclassicflap #luxuryfashion #bagstorage #designerbagtok #creatorsearchinsights  ","841","123","67400","32","410","20","art deco instrumental by lana del rey","darlana ♪‧₊˚","true","2025-09-01T19:07:02.000Z","https://www.tiktok.com/@blairwcollection/video/7545199339199597846"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/2fc242238f7a9b319cee7f635bc31d4d~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=08b13aa1&x-expires=1772791200&x-signature=MH%2B4JV2W9pwdu021tLcAc9v8vXM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","sellierluxurybags","Level: HARD… Comment your guess 👀 #chanel #chanelclassicflap #luxury #fashion","2363","82","660400","121","312","9","SOS","dmvtark","true","2024-04-08T18:53:24.000Z","https://www.tiktok.com/@sellierluxurybags/video/7355571292105362720"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/cc577eef0434eca6b8f271bd7820944b~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=21abe842&x-expires=1772791200&x-signature=PbTYZH53ZGxWgLwL1cqXsqFfscY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","gjuanita","she doesn't hold that much but she is gorgeous 😌 #whatsinmybag #chanelflap #classicflap #smallflap #whatsinmypurse #chanelbag ","29400","1137","729100","344","4916","89","original sound","giorginajuanita","true","2025-02-03T18:24:36.000Z","https://www.tiktok.com/@gjuanita/video/7467260508299660546"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/0f3bafb0fcec20774b125d80370f3874~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=49c9b802&x-expires=1772791200&x-signature=zA%2FlSAuDydtg55hBLizwctyYO%2Bk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","cjhalim","Replying to @calistatee think if it wasn’t lambskin i’d prob be comfy stuffing more in 🙃 i just hate scratches #chanel #vintagechanel #fashiontiktok ","496","38","44000","18","168","49","Until I Found You (Sped Up)","Hiko","false","2022-12-06T18:00:04.000Z","https://www.tiktok.com/@cjhalim/video/7174096801023151406"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/17b778d0d64434633bcfcc5361e6b8ae~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=f20d924b&x-expires=1772791200&x-signature=1aIJhwJgZpZqmmyfkb76QGUJoHU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","emmarose188_","My Chanel classic flap collection #classicflap #chanel #handbagcollection #bagcollection ","8701","377","105600","27","722","15","designer handbag collection","kelsey kotzur","true","2025-12-23T15:04:03.000Z","https://www.tiktok.com/@emmarose188_/video/7587069303162244407"
"https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4e9ab66c40c590b1bd2a96b94bb7f262~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=4cf6cd23&x-expires=1772791200&x-signature=Cbr5OciskG7LYA4Vi8qVwS4JWaM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","melanieclairequick","Not but seriously mind ur business @Courtney Walsh #chanel #classicflap #whatsinmybag #bag #fashion ","7704","631","183300","51","931","62","original sound","Melanie Quick","true","2025-10-02T01:33:52.000Z","https://www.tiktok.com/@melanieclairequick/video/7556431572052757767"
"https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/8e95d97afa502626fb8aac3c98d740bf~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=f792ce8e&x-expires=1772791200&x-signature=NcO7OyuJuSF1c3R%2FyBB2go09La8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","_meganmmary","Unbox my first Chanel with me ☺️
#chanelbag
#chanelunboxing #luxuryshopping #unboxing #chanelflapbag #luxurylifestyle #chaneladdict #unboxwithme #chanelclassic #fyp","13200","667","240800","164","1422","24","ALEX WARREN LEAKED","alex warren snaps","true","2025-03-16T18:32:01.000Z","https://www.tiktok.com/@_meganmmary/video/7482476776782941483"
"https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/3a3ecc2571dd942ea90246178d52f5ed~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=86aad4ab&x-expires=1772791200&x-signature=F%2FJ%2F%2BspnyyKmWK%2FfkqJqorxFWYc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","amberrosebad","Replying to @Sophia T Butt unboxing my dream Chanel bag!! I went for the Black classic flap/medium size in Caviar leather with gold hardware for ref! #unboxing #chanel #dreambag ","10300","296","189400","132","535","176","original sound","Amber-Rose Badrudin","true","2026-01-21T20:28:24.000Z","https://www.tiktok.com/@amberrosebad/video/7597914396672806166"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/cc577eef0434eca6b8f271bd7820944b~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=21abe842&x-expires=1772791200&x-signature=PbTYZH53ZGxWgLwL1cqXsqFfscY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","gjuanita","the closest thing to perfection... 🖤💫 #chanelclassicflap #unboxing #fashion #chanelbag #chanel @ChanelOfficial ","76800","13500","2300000","1007","13924","22","Femmes","Fausto Papetti","false","2025-01-06T18:25:30.000Z","https://www.tiktok.com/@gjuanita/video/7456870361351621910"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/eb96323dc886cacdcf5b88e561dbe240~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=62e8d1f1&x-expires=1772791200&x-signature=kExd6xoXHM4AMCWTjz%2FiKf7hrwM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","willrunfordonuts","jump starting my pink obsession w the prettiest pink chanel bag 💗🌸 #chanel #chanelbag ","18200","1957","420200","269","2814","28","original sound","80s throwback hits","true","2025-05-25T02:40:55.000Z","https://www.tiktok.com/@willrunfordonuts/video/7508207670130642219"
"https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/98f2e224061fe1263ee1fe746d189ec4~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=52f61d5a&x-expires=1772791200&x-signature=EeB7t1UfLIDInT5rLg00pxrnj%2FU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","avei.jay","What’s in my bag ( the fur is the fancy success)#chanel #classicflap ","5403","193","100800","49","544","49","original sound","𝑩𝒍𝒂𝒄𝒌 𝑩𝒂𝒓𝒃𝒊𝒆 💕🫧","true","2025-01-20T19:46:01.000Z","https://www.tiktok.com/@avei.jay/video/7462086201458052398"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/68c9ae2134609d931bd2f8eb11c15a2f~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=a05fe58e&x-expires=1772791200&x-signature=1Ac7Ec%2BC1T9Yo2T0xLGE8DU3sKU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","stephbacos","An inside look at the Chanel Classic Double Flap. #chanelbag #luxuryfashion #classicdoubleflap #chanel #lifestyle #fashiontiktok #fashiongirlies #designerhandbags #fashion ","6166","789","640600","160","1765","38","original sound","Steph Bacos","true","2023-10-20T02:32:12.000Z","https://www.tiktok.com/@stephbacos/video/7291862844843347243"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/5467710b83467778a093b0125cc4d253~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=03ea3ece&x-expires=1772791200&x-signature=Ix%2BBLw8vSx7jBU9T4CwRSBwI7mw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","luxe_cheshire","The comparison of the Chanel Classic Flap Bags🖤

#chanel #chanelbag #investing #preloved #fyp ","679","365","113100","9","448","59","original sound","Luxe_Cheshire","true","2025-10-05T09:38:23.000Z","https://www.tiktok.com/@luxe_cheshire/video/7557669687211920662"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/a5f5be8826eeee710b3696e9be8327eb~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=47cff092&x-expires=1772791200&x-signature=PTQUXsJOU0BulbrxtMNCbxHs25M%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","amandatquan","luxury items doesn’t always have to come straight from the boutiques as there are so many factors when buying luxury. after figuring out what you prioritize most— whether that be price, model, leather, hardware, etc., you can determine if purchasing from the chanel boutiques or second hand is best for you! 

PLEASE do your due diligence when purchasing 2nd hand luxury on facebook groups to avoid getting scammed! i used the CHANEL BUY/SELL/TRADE facebook group since it had the most members, but that still doesn’t mean every seller is legit!

don’t be shy to ask for seller references, do your research, & NEGOTIATE price if possible! :) 

#chanel #chanelbag #luxury #luxurybag #chanelminiflapbag #chanelmini #chanelminiflap #facebookgroups #facebook #secondhandluxury ","5347","626","329700","46","1806","204","original sound","amanda ( ˘ ³˘)♥︎","true","2025-03-27T18:34:16.000Z","https://www.tiktok.com/@amandatquan/video/7486559386400345375"
"https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/76f7ac6453ab0c8dde9b11944e8a96f0~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=e5378a23&x-expires=1772791200&x-signature=wbRS2qowhKWHNNKdbZ2n4oAD0x4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","lifeofjazz__","Can’t believe I found this on my 1st day in Japan 😭🇯🇵
.
Vintage Medium Classic Flap for under £2k 😭 in Osaka! Authenticated via a 3rd Party Entrupy and comes with an authentication certificate & QR code! Will give a full haul of everything I bought & where I found all these amazing deals tomorrow!🛍️ 
.
I’ll be sourcing via my personal shopping service (ceylonlondon on IG) whilst on my trip so feel free to dm me ❤️🛍️","20500","2700","568200","225","3323","6","original sound","Kardashian clips 🎬","true","2025-04-26T16:50:33.000Z","https://www.tiktok.com/@lifeofjazz__/video/7497665260271275286"
"https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/61ffa363b8f2429743a7a0ff5cd218a4~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=8bdcb0ce&x-expires=1772791200&x-signature=G8RVm%2FwsBFFPb5nqbgJkSI1%2B2F4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","taniasavenue","Who doesn’t love a classic caviar flap bag that goes with everything 🖤 #bagcollection #affordablefashion #flapbag #yellowapp #affordableluxury ","1117","226","52100","76","401","12","оригинальный звук","шуня⁷","true","2025-11-26T19:38:46.000Z","https://www.tiktok.com/@taniasavenue/video/7577120426745187601"
"https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/3328369d50f3cbffa7194dbdc732227a~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=8ff09d97&x-expires=1772791200&x-signature=J7Lml05SgBaxZ3if3sfdG%2F%2FeYfQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","jaycee.victoria","CHANEL CLASSIC FLAP UNBOXING ♥︎ literally obsessed, it’s the perfect pink #chanel #chanelbags #chanelclassicflap #chanelunboxing #yellowapp ","378","16","9139","20","54","332","original sound","jayc ♡","true","2026-01-08T21:42:26.000Z","https://www.tiktok.com/@jaycee.victoria/video/7593109363401690390"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7350013797966282794~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=53a03efe&x-expires=1772791200&x-signature=3W0kpt8gMTaI4ODz0yyxScp0rNU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","vintagepursegirl","Taking my Chanel classic flap out for a spin #chanel #louisvuitton #whatsinmybag ","814","104","72500","24","315","137","Yukon x Up hunnybee","djhunnybee","true","2025-08-16T01:07:03.000Z","https://www.tiktok.com/@vintagepursegirl/video/7538983573055868215"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/17b778d0d64434633bcfcc5361e6b8ae~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=f20d924b&x-expires=1772791200&x-signature=1aIJhwJgZpZqmmyfkb76QGUJoHU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","emmarose188_","Classic flap collection 🫶🏻","138400","6231","1600000","367","10330","23","designer handbag collection","kelsey kotzur","true","2024-04-02T13:04:52.000Z","https://www.tiktok.com/@emmarose188_/video/7353254935783345451"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/17b778d0d64434633bcfcc5361e6b8ae~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=f20d924b&x-expires=1772791200&x-signature=1aIJhwJgZpZqmmyfkb76QGUJoHU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","emmarose188_","Bag by bag classic flap collection video #classicflap #chanel #handbagcollection #bagcollection #richgirl ","42900","3170","417300","326","4113","253","original sound","emmarose188_","true","2025-12-24T15:40:15.000Z","https://www.tiktok.com/@emmarose188_/video/7587449641638104375"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/925f1dceb4bf3f13b1b109afc6e61ba8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=11b46c42&x-expires=1772791200&x-signature=U0Bj6fI9MS1%2Fx%2FPxJ5bhEzXNOIo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","rachellynnejones","I ordered from a new seller for us! Incoming: a classic Chanel flap! #chanel #chanelbag #chanelunboxing #chanelclassicflap #chanelflapbag ","1990","94","39300","29","793","195","original sound","Rachel Lynne Jones","true","2025-11-06T19:17:23.000Z","https://www.tiktok.com/@rachellynnejones/video/7569693615245561108"
"https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/3e3c92d82b1a7af46435f9cd1248b5ad~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=276b5567&x-expires=1772791200&x-signature=7nj1g60470qmStsXt%2FCcc5YUsV0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","by.martao","Hablemos de mi los “Classic flap” de CHANEL #lujo #bolso #cartera #coleccion #chanel ","55000","1557","607300","341","1708","70","Ballet song like ""Waltz of flowers"" _ 5 minutes(965273)","yulu-ism project","false","2025-12-25T16:47:57.000Z","https://www.tiktok.com/@by.martao/video/7587838197145636126"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/5467710b83467778a093b0125cc4d253~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=03ea3ece&x-expires=1772791200&x-signature=Ix%2BBLw8vSx7jBU9T4CwRSBwI7mw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","luxe_cheshire","The most classic bag there is… the Chanel Medium Classic Double Flap In Black Caviar With GHW✨

#chanel #chanelbag #investing #preloved #fyp ","1756","495","158400","20","686","39","original sound","Luxe_Cheshire","true","2025-09-23T09:17:49.000Z","https://www.tiktok.com/@luxe_cheshire/video/7553211350005107990"
