week,bag_query,avg_resale_price,median_resale_price,sales_volume,search_index,yt_total_views,yt_total_likes,yt_video_count,tt_total_plays,tt_total_likes,tt_video_count,ig_total_likes,ig_total_comments,ig_post_count,ig_avg_likes,retail_price,resale_premium,search_index_lag1,tt_total_plays_lag1,yt_total_views_lag1,ig_total_likes_lag1
2025-03-17,Louis Vuitton Capucines,,,,0.09,85950.0,1432.0,2.0,135000.0,,,51.0,,,,6350,,0.09,135000.0,2427.0,51.0
2025-03-24,Louis Vuitton Capucines,,,,0.09,594790.0,14838.0,3.0,135000.0,,,51.0,,,,6350,,0.09,135000.0,85950.0,51.0
2025-03-31,Louis Vuitton Capucines,,,,0.1,10079.0,108.0,3.0,135000.0,,,51.0,,,,6350,,0.09,135000.0,594790.0,51.0
2025-04-07,Louis Vuitton Capucines,,,,0.1,5353.0,32.0,1.0,135000.0,,,51.0,,,,6350,,0.1,135000.0,10079.0,51.0
2025-04-14,Louis Vuitton Capucines,,,,0.1,157875.0,1640.0,3.0,135000.0,,,51.0,,,,6350,,0.1,135000.0,5353.0,51.0
2025-04-21,Louis Vuitton Capucines,,,,0.1,157875.0,,,5405500.0,656838.0,5.0,51.0,,,,6350,,0.1,135000.0,157875.0,51.0
2025-04-28,Louis Vuitton Capucines,,,,0.11,28501.0,1161.0,2.0,5405500.0,,,51.0,,,,6350,,0.1,5405500.0,157875.0,51.0
2025-05-05,Louis Vuitton Capucines,,,,0.11,25494.0,342.0,2.0,128400.0,1650.0,3.0,770.0,64.0,1.0,770.0,6350,,0.11,5405500.0,28501.0,51.0
2025-05-12,Louis Vuitton Capucines,,,,0.11,69.0,0.0,1.0,34400.0,537.0,1.0,31.0,6.0,1.0,31.0,6350,,0.11,128400.0,25494.0,770.0
2025-05-19,Louis Vuitton Capucines,,,,0.11,492248.0,4896.0,2.0,1185600.0,27801.0,3.0,94111.0,1111.0,1.0,94111.0,6350,,0.11,34400.0,69.0,31.0
2025-05-26,Louis Vuitton Capucines,,,,0.09,51523.0,1148.0,3.0,284700.0,23800.0,1.0,94111.0,,,,6350,,0.11,1185600.0,492248.0,94111.0
2025-06-02,Louis Vuitton Capucines,,,,0.09,2933.0,31.0,1.0,284700.0,,,94111.0,,,,6350,,0.09,284700.0,51523.0,94111.0
2025-06-09,Louis Vuitton Capucines,,,,0.09,7769.0,141.0,2.0,284700.0,,,24151.0,691.0,2.0,12075.5,6350,,0.09,284700.0,2933.0,94111.0
2025-06-16,Louis Vuitton Capucines,,,,0.09,10945.0,57.0,2.0,284700.0,,,24151.0,,,,6350,,0.09,284700.0,7769.0,24151.0
2025-06-23,Louis Vuitton Capucines,,,,0.09,105940.0,1846.0,2.0,4132.0,71.0,1.0,2.0,0.0,1.0,2.0,6350,,0.09,284700.0,10945.0,24151.0
2025-06-30,Louis Vuitton Capucines,,,,0.1,6000.0,50.0,2.0,4132.0,,,2.0,,,,6350,,0.09,4132.0,105940.0,2.0
2025-07-07,Louis Vuitton Capucines,,,,0.1,22505.0,116.0,2.0,128448.0,2703.0,3.0,23.0,0.0,1.0,23.0,6350,,0.1,4132.0,6000.0,2.0
2025-07-14,Louis Vuitton Capucines,,,,0.1,5097.0,22.0,2.0,128448.0,,,28.0,1.0,1.0,28.0,6350,,0.1,128448.0,22505.0,23.0
2025-07-28,Louis Vuitton Capucines,,,,0.16,566.0,12.0,1.0,128448.0,,,28.0,,,,6350,,0.1,128448.0,5097.0,28.0
2025-08-04,Louis Vuitton Capucines,,,,0.16,7298.0,218.0,1.0,14500.0,258.0,1.0,28.0,,,,6350,,0.16,128448.0,566.0,28.0
2025-08-11,Louis Vuitton Capucines,,,,0.16,176646.0,2655.0,2.0,14500.0,,,28.0,,,,6350,,0.16,14500.0,7298.0,28.0
2025-08-18,Louis Vuitton Capucines,,,,0.16,4165.0,36.0,2.0,14500.0,,,28.0,,,,6350,,0.16,14500.0,176646.0,28.0
2025-09-01,Louis Vuitton Capucines,,,,0.12,206.0,5.0,1.0,14500.0,,,10.0,1.0,1.0,10.0,6350,,0.16,14500.0,4165.0,28.0
2025-09-08,Louis Vuitton Capucines,,,,0.12,4430.0,34.0,4.0,14500.0,,,10.0,,,,6350,,0.12,14500.0,206.0,10.0
2025-09-15,Louis Vuitton Capucines,,,,0.12,2056.0,21.0,1.0,12162.0,396.0,2.0,10.0,,,,6350,,0.12,14500.0,4430.0,10.0
2025-09-22,Louis Vuitton Capucines,,,,0.12,2032.0,48.0,3.0,3739.0,145.0,1.0,10.0,,,,6350,,0.12,12162.0,2056.0,10.0
2025-09-29,Louis Vuitton Capucines,,,,0.14,2032.0,,,3739.0,,,10.0,,,,6350,,0.12,3739.0,2032.0,10.0
2025-10-06,Louis Vuitton Capucines,,,,0.14,2032.0,,,15000.0,279.0,1.0,73562.0,368.0,1.0,73562.0,6350,,0.14,3739.0,2032.0,10.0
2025-10-13,Louis Vuitton Capucines,,,,0.14,2032.0,,,15000.0,,,65721.0,829.0,4.0,16430.25,6350,,0.14,15000.0,2032.0,73562.0
2025-10-20,Louis Vuitton Capucines,,,,0.14,43891.0,1774.0,2.0,15000.0,,,650478.0,6290.0,6.0,108413.0,6350,,0.14,15000.0,2032.0,65721.0
2025-10-27,Louis Vuitton Capucines,,,,0.13,10262.0,480.0,2.0,33287.0,1679.0,2.0,650478.0,,,,6350,,0.14,15000.0,43891.0,650478.0
2025-11-03,Louis Vuitton Capucines,,,,0.13,10262.0,,,47100.0,5944.0,1.0,650478.0,,,,6350,,0.13,33287.0,10262.0,650478.0
2025-11-10,Louis Vuitton Capucines,,,,0.13,10262.0,,,26900.0,490.0,1.0,15981.0,383.0,1.0,15981.0,6350,,0.13,47100.0,10262.0,650478.0
2025-11-24,Louis Vuitton Capucines,2403.5,2092.0,36.0,0.13,5189.0,126.0,1.0,26900.0,,,11312.0,121.0,1.0,11312.0,6350,-0.621496062992126,0.13,26900.0,10262.0,15981.0
2025-12-01,Louis Vuitton Capucines,3616.6633333333334,3999.99,27.0,0.14,2854.0,101.0,1.0,26900.0,,,27.0,2.0,1.0,27.0,6350,-0.43044671916010496,0.13,26900.0,5189.0,11312.0
2025-12-08,Louis Vuitton Capucines,6251.055384615384,7645.0,13.0,0.14,5952.0,718.0,1.0,11244.0,196.0,2.0,27.0,,,,6350,-0.01558182919442766,0.14,26900.0,2854.0,27.0
2025-12-15,Louis Vuitton Capucines,2430.565,2407.5,4.0,0.14,5952.0,,,11244.0,,,27.0,,,,6350,-0.6172338582677165,0.14,11244.0,5952.0,27.0
2025-12-22,Louis Vuitton Capucines,2664.765,2457.5,6.0,0.14,333.0,9.0,1.0,11244.0,,,27.0,,,,6350,-0.580351968503937,0.14,11244.0,5952.0,27.0
2025-12-29,Louis Vuitton Capucines,3322.035,3322.035,2.0,0.11,333.0,,,3055.0,115.0,2.0,27.0,,,,6350,-0.4768448818897638,0.14,11244.0,333.0,27.0
2026-01-05,Louis Vuitton Capucines,2260.514285714286,2100.0,7.0,0.11,2086.0,121.0,1.0,3055.0,,,27.0,,,,6350,-0.6440134983127108,0.11,3055.0,333.0,27.0
2026-01-12,Louis Vuitton Capucines,3431.6666666666665,3300.0,3.0,0.11,2086.0,,,101700.0,6711.0,3.0,27.0,,,,6350,-0.45958005249343836,0.11,3055.0,2086.0,27.0
2026-01-19,Louis Vuitton Capucines,2682.08,2356.06,4.0,0.11,5611.0,135.0,1.0,50500.0,377.0,1.0,8.0,0.0,5.0,1.6,6350,-0.5776251968503937,0.11,101700.0,2086.0,27.0
2026-01-26,Louis Vuitton Capucines,2839.346,2025.0,5.0,0.12,2523.0,138.0,1.0,242000.0,15700.0,4.0,1.0,0.0,3.0,0.3333333333333333,6350,-0.5528588976377953,0.11,50500.0,5611.0,8.0
2026-02-02,Louis Vuitton Capucines,3477.6299999999997,2550.0,3.0,0.12,2523.0,,,234896.0,3178.0,5.0,20.0,0.0,2.0,10.0,6350,-0.45234173228346464,0.12,242000.0,2523.0,1.0
2026-02-09,Louis Vuitton Capucines,3093.6733333333336,2400.0,3.0,0.12,2523.0,,,177169.0,14603.0,8.0,24.0,2.0,2.0,12.0,6350,-0.5128073490813648,0.12,234896.0,2523.0,20.0
2026-02-16,Louis Vuitton Capucines,4485.147999999999,4999.99,5.0,0.12,3692.0,137.0,1.0,31327.0,1596.0,7.0,71.0,4.0,5.0,14.2,6350,-0.29367748031496077,0.12,177169.0,2523.0,24.0
2026-02-23,Louis Vuitton Capucines,,,,0.12,3692.0,,,445624.0,24846.0,10.0,32322.0,322.0,6.0,5387.0,6350,,0.12,31327.0,3692.0,71.0
2026-03-02,Louis Vuitton Capucines,,,,0.12,970.0,46.0,1.0,322.0,8.0,3.0,12.0,12.0,3.0,4.0,6350,,0.12,445624.0,3692.0,32322.0
